id,sku_id,category,channel,supplier,is_core,gross_margin_pct,moq,unit_cost,created_at,updated_at
15,SKU014,Apparel,DTC,Supplier_C,1,49.3428924906375,67,65.904089442244,2026-06-01 07:24:55.262072,2026-06-01 07:24:55.262073
16,SKU015,Apparel,DTC,Supplier_A,1,58.7702160081049,156,52.9751035155775,2026-06-01 07:24:55.262074,2026-06-01 07:24:55.262076
17,SKU016,Accessories,DTC,Supplier_D,1,48.4296581372891,73,37.0005873529702,2026-06-01 07:24:55.262077,2026-06-01 07:24:55.262078
18,SKU017,Shoes,DTC,Supplier_A,1,57.4277518975118,192,61.0575083570735,2026-06-01 07:24:55.262079,2026-06-01 07:24:55.262080
19,SKU018,Accessories,DTC,Supplier_B,0,35.5527255720488,353,47.1801423386078,2026-06-01 07:24:55.262081,2026-06-01 07:24:55.262083
20,SKU019,Apparel,Wholesale,Supplier_A,0,28.576072404005,371,28.1067764365283,2026-06-01 07:24:55.262084,2026-06-01 07:24:55.262085
21,SKU020,Apparel,DTC,Supplier_A,1,58.0900066390971,93,34.5200453661895,2026-06-01 07:24:55.262086,2026-06-01 07:24:55.262087
22,SKU021,Apparel,Wholesale,Supplier_C,0,22.1774146717838,221,17.3458097982291,2026-06-01 07:24:55.262088,2026-06-01 07:24:55.262089
23,SKU022,Shoes,DTC,Supplier_B,0,30.6294503296677,345,36.476700545015,2026-06-01 07:24:55.262091,2026-06-01 07:24:55.262092
24,SKU023,Accessories,DTC,Supplier_A,0,38.3828596677834,172,15.0263825281556,2026-06-01 07:24:55.262093,2026-06-01 07:24:55.262094
25,SKU024,Apparel,Wholesale,Supplier_C,0,42.5335718974343,259,37.0885833559616,2026-06-01 07:24:55.262095,2026-06-01 07:24:55.262096
26,SKU025,Accessories,DTC,Supplier_C,1,50.2967472021234,169,31.5977801548725,2026-06-01 07:24:55.262097,2026-06-01 07:24:55.262099
27,SKU026,Shoes,DTC,Supplier_B,0,42.4109707517397,257,24.912792926653,2026-06-01 07:24:55.262100,2026-06-01 07:24:55.262101
28,SKU027,Shoes,DTC,Supplier_A,1,54.9704699564231,182,58.0725831462542,2026-06-01 07:24:55.262102,2026-06-01 07:24:55.262103
29,SKU028,Accessories,DTC,Supplier_C,1,54.8834663117631,86,44.879771006966,2026-06-01 07:24:55.262105,2026-06-01 07:24:55.262107
30,SKU029,Accessories,DTC,Supplier_B,0,28.5332505988339,420,59.8564462223081,2026-06-01 07:24:55.262109,2026-06-01 07:24:55.262112
31,SKU030,Shoes,DTC,Supplier_D,0,37.2531159152923,275,26.8041317966332,2026-06-01 07:24:55.262114,2026-06-01 07:24:55.262116
32,SKU031,Apparel,Wholesale,Supplier_D,0,36.376166526307,225,24.0604147271161,2026-06-01 07:24:55.262119,2026-06-01 07:24:55.262121
33,SKU032,Apparel,Wholesale,Supplier_B,1,46.8881333212025,70,72.0992088309647,2026-06-01 07:24:55.262124,2026-06-01 07:24:55.262126
34,SKU033,Shoes,Wholesale,Supplier_C,1,57.490446575697,193,65.8232078328338,2026-06-01 07:24:55.262129,2026-06-01 07:24:55.262131
35,SKU034,Accessories,DTC,Supplier_D,1,47.5162325432225,58,53.4381085816764,2026-06-01 07:24:55.262133,2026-06-01 07:24:55.262134
36,SKU035,Accessories,Wholesale,Supplier_B,0,41.9294839931625,426,28.1645575031751,2026-06-01 07:24:55.262135,2026-06-01 07:24:55.262136
37,SKU036,Shoes,Wholesale,Supplier_B,1,59.6140196646796,179,72.5645787780334,2026-06-01 07:24:55.262137,2026-06-01 07:24:55.262138
38,SKU037,Apparel,Wholesale,Supplier_C,0,31.1431653432378,377,42.9133319036516,2026-06-01 07:24:55.262140,2026-06-01 07:24:55.262141
39,SKU038,Accessories,Wholesale,Supplier_D,0,21.6253785694509,183,26.2497774048131,2026-06-01 07:24:55.262142,2026-06-01 07:24:55.262143
40,SKU039,Apparel,Wholesale,Supplier_A,0,31.7723454217235,383,24.8803588573496,2026-06-01 07:24:55.262144,2026-06-01 07:24:55.262145
41,SKU040,Shoes,DTC,Supplier_A,0,27.4371744666414,439,31.4523411833418,2026-06-01 07:24:55.262146,2026-06-01 07:24:55.262147
42,SKU041,Apparel,DTC,Supplier_D,1,52.8233075604749,56,69.8088928781882,2026-06-01 07:24:55.262149,2026-06-01 07:24:55.262150
43,SKU042,Accessories,Wholesale,Supplier_D,0,30.8772863144744,222,58.6761963969003,2026-06-01 07:24:55.262151,2026-06-01 07:24:55.262152
44,SKU043,Apparel,Wholesale,Supplier_D,0,36.9510331419715,278,41.5668281597012,2026-06-01 07:24:55.262153,2026-06-01 07:24:55.262154
45,SKU044,Accessories,Wholesale,Supplier_C,0,27.5781750761185,300,29.0377344797443,2026-06-01 07:24:55.262155,2026-06-01 07:24:55.262157
46,SKU045,Shoes,Wholesale,Supplier_B,1,57.0672374534333,50,59.4071220664533,2026-06-01 07:24:55.262158,2026-06-01 07:24:55.262159
47,SKU046,Shoes,Wholesale,Supplier_B,0,23.3574949847822,317,46.8672268451661,2026-06-01 07:24:55.262160,2026-06-01 07:24:55.262161
48,SKU047,Shoes,Wholesale,Supplier_A,0,25.3511646577988,206,51.3134947443602,2026-06-01 07:24:55.262162,2026-06-01 07:24:55.262163
49,SKU048,Shoes,Wholesale,Supplier_D,0,20.7981449544368,236,22.563691085979,2026-06-01 07:24:55.262165,2026-06-01 07:24:55.262166
50,SKU049,Shoes,DTC,Supplier_A,0,30.9105126534764,301,46.2922777465184,2026-06-01 07:24:55.262167,2026-06-01 07:24:55.262168
51,SKU050,Apparel,DTC,Supplier_A,1,54.8584201856785,50,65.4011414641094,2026-06-01 07:24:55.262169,2026-06-01 07:24:55.262170
52,SKU051,Shoes,DTC,Supplier_D,0,21.8666293943582,318,16.2837541941276,2026-06-01 07:24:55.262171,2026-06-01 07:24:55.262173
53,SKU052,Accessories,Wholesale,Supplier_B,0,21.6516180056294,272,27.9992452332345,2026-06-01 07:24:55.262174,2026-06-01 07:24:55.262175
54,SKU053,Accessories,Wholesale,Supplier_C,1,50.9966306905603,53,75.48259230893,2026-06-01 07:24:55.262176,2026-06-01 07:24:55.262177
55,SKU054,Shoes,DTC,Supplier_D,0,27.4642783514309,166,19.0136802065853,2026-06-01 07:24:55.262178,2026-06-01 07:24:55.262179
56,SKU055,Accessories,DTC,Supplier_D,1,54.8646844516516,130,62.0631197392674,2026-06-01 07:24:55.262181,2026-06-01 07:24:55.262182
57,SKU056,Accessories,Wholesale,Supplier_D,0,34.4187825650945,281,32.642043903221,2026-06-01 07:24:55.262183,2026-06-01 07:24:55.262184
58,SKU057,Accessories,DTC,Supplier_C,0,24.1678821912246,482,46.8011773043737,2026-06-01 07:24:55.262185,2026-06-01 07:24:55.262186
59,SKU058,Shoes,Wholesale,Supplier_A,0,35.5926900220601,444,26.7859521972008,2026-06-01 07:24:55.262188,2026-06-01 07:24:55.262189
60,SKU059,Accessories,DTC,Supplier_B,0,37.2947209764779,408,36.8069978111846,2026-06-01 07:24:55.262190,2026-06-01 07:24:55.262191
61,SKU060,Accessories,Wholesale,Supplier_D,0,29.9278624100027,392,54.3353881139963,2026-06-01 07:24:55.262192,2026-06-01 07:24:55.262193
62,SKU061,Accessories,DTC,Supplier_D,0,22.21481596722,227,33.4768442107842,2026-06-01 07:24:55.262194,2026-06-01 07:24:55.262196
63,SKU062,Shoes,Wholesale,Supplier_D,1,60.6984617917493,133,73.005121302984,2026-06-01 07:24:55.262197,2026-06-01 07:24:55.262198
64,SKU063,Shoes,DTC,Supplier_D,0,31.0303604990008,301,35.4594668595984,2026-06-01 07:24:55.262199,2026-06-01 07:24:55.262200
65,SKU064,Accessories,DTC,Supplier_B,0,34.9156945916745,441,19.7674964545719,2026-06-01 07:24:55.262201,2026-06-01 07:24:55.262202
66,SKU065,Shoes,DTC,Supplier_B,1,61.3365232176173,180,67.2904748035368,2026-06-01 07:24:55.262204,2026-06-01 07:24:55.262205
67,SKU066,Shoes,Wholesale,Supplier_D,1,58.4118222667686,75,46.8236790091545,2026-06-01 07:24:55.262206,2026-06-01 07:24:55.262207
68,SKU067,Shoes,DTC,Supplier_C,1,57.6592380514621,160,74.8544976728213,2026-06-01 07:24:55.262208,2026-06-01 07:24:55.262209
69,SKU068,Accessories,DTC,Supplier_D,0,37.8816341679181,160,49.7436671568226,2026-06-01 07:24:55.262210,2026-06-01 07:24:55.262211
70,SKU069,Accessories,DTC,Supplier_D,1,63.0049233415475,128,30.4652681930946,2026-06-01 07:24:55.262213,2026-06-01 07:24:55.262214
71,SKU070,Accessories,DTC,Supplier_C,0,40.1197322925085,435,21.389735282105,2026-06-01 07:24:55.262215,2026-06-01 07:24:55.262216
72,SKU071,Accessories,Wholesale,Supplier_A,0,32.7622709697736,268,37.1539212230416,2026-06-01 07:24:55.262217,2026-06-01 07:24:55.262218
73,SKU072,Shoes,DTC,Supplier_C,1,53.0148721958351,149,57.9937291219783,2026-06-01 07:24:55.262219,2026-06-01 07:24:55.262221
74,SKU073,Apparel,Wholesale,Supplier_D,0,29.9496529609569,164,26.9586193282919,2026-06-01 07:24:55.262222,2026-06-01 07:24:55.262223
75,SKU074,Accessories,DTC,Supplier_B,1,63.059759412845,76,72.7727137957707,2026-06-01 07:24:55.262224,2026-06-01 07:24:55.262225
76,SKU075,Shoes,DTC,Supplier_D,0,35.3025982255543,135,55.5059039863209,2026-06-01 07:24:55.262226,2026-06-01 07:24:55.262227
77,SKU076,Shoes,DTC,Supplier_D,1,62.1368212894728,52,59.0290059162916,2026-06-01 07:24:55.262228,2026-06-01 07:24:55.262230
78,SKU077,Shoes,DTC,Supplier_C,1,58.937967491481,59,70.8221108761038,2026-06-01 07:24:55.262231,2026-06-01 07:24:55.262232
79,SKU078,Accessories,Wholesale,Supplier_C,0,38.9031243975751,133,39.5991533798879,2026-06-01 07:24:55.262233,2026-06-01 07:24:55.262234
80,SKU079,Accessories,Wholesale,Supplier_C,0,35.8033223651385,244,28.8051266520293,2026-06-01 07:24:55.262235,2026-06-01 07:24:55.262236
81,SKU080,Shoes,DTC,Supplier_A,0,41.5527788256271,136,31.3335154228174,2026-06-01 07:24:55.262237,2026-06-01 07:24:55.262238
82,SKU081,Accessories,Wholesale,Supplier_B,0,44.3890687854475,494,50.8458979559289,2026-06-01 07:24:55.262240,2026-06-01 07:24:55.262241
83,SKU082,Apparel,Wholesale,Supplier_B,1,52.593737068303,69,44.1418490174195,2026-06-01 07:24:55.262242,2026-06-01 07:24:55.262243
84,SKU083,Accessories,Wholesale,Supplier_B,0,32.7687629578389,430,33.6004500544444,2026-06-01 07:24:55.262244,2026-06-01 07:24:55.262245
85,SKU084,Apparel,Wholesale,Supplier_D,1,47.8486725265785,197,52.410029083226,2026-06-01 07:24:55.262246,2026-06-01 07:24:55.262248
86,SKU085,Apparel,DTC,Supplier_A,0,21.5172040240965,135,22.6280089765612,2026-06-01 07:24:55.262249,2026-06-01 07:24:55.262250
87,SKU086,Shoes,Wholesale,Supplier_D,1,64.975838633884,139,40.7500354708839,2026-06-01 07:24:55.262251,2026-06-01 07:24:55.262252
88,SKU087,Apparel,DTC,Supplier_D,1,57.1867596989758,82,72.0993049152555,2026-06-01 07:24:55.262253,2026-06-01 07:24:55.262254
89,SKU088,Accessories,DTC,Supplier_A,1,63.0995879760208,154,61.144379767038,2026-06-01 07:24:55.262255,2026-06-01 07:24:55.262257
90,SKU089,Accessories,Wholesale,Supplier_A,0,30.7616360897503,481,19.1015763469623,2026-06-01 07:24:55.262258,2026-06-01 07:24:55.262259
91,SKU090,Accessories,Wholesale,Supplier_B,0,24.0065305140716,150,44.823289033518,2026-06-01 07:24:55.262260,2026-06-01 07:24:55.262261
92,SKU091,Apparel,Wholesale,Supplier_C,0,33.1230004059956,362,53.3185241712868,2026-06-01 07:24:55.262262,2026-06-01 07:24:55.262263
93,SKU092,Shoes,Wholesale,Supplier_C,1,60.5933006226344,106,47.9905728633298,2026-06-01 07:24:55.262264,2026-06-01 07:24:55.262265
94,SKU093,Shoes,DTC,Supplier_D,1,54.7369562832577,97,76.1552297570947,2026-06-01 07:24:55.262267,2026-06-01 07:24:55.262268
95,SKU094,Apparel,Wholesale,Supplier_A,0,33.7584392584288,265,23.6243705956692,2026-06-01 07:24:55.262269,2026-06-01 07:24:55.262270
96,SKU095,Shoes,DTC,Supplier_B,0,24.3228780704094,113,37.2791628478241,2026-06-01 07:24:55.262271,2026-06-01 07:24:55.262272
97,SKU096,Shoes,DTC,Supplier_B,1,46.6917143182166,104,52.371851126197,2026-06-01 07:24:55.262273,2026-06-01 07:24:55.262274
98,SKU097,Accessories,Wholesale,Supplier_A,0,27.4740598588467,187,25.5957695432879,2026-06-01 07:24:55.262276,2026-06-01 07:24:55.262277
99,SKU098,Shoes,DTC,Supplier_B,0,35.5007862876862,182,59.8826963480482,2026-06-01 07:24:55.262278,2026-06-01 07:24:55.262279
100,SKU099,Shoes,DTC,Supplier_C,0,33.2317871700842,224,36.6456372404591,2026-06-01 07:24:55.262280,2026-06-01 07:24:55.262281
